PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,Date,Metadata
3968,Education,General,Teachers recommend combining daily reading with regular attendance to address long distances to school.,Walimu wanapendekeza kuchanganya kusoma kila siku na mahudhurio ya mara kwa mara kushughulikia umbali mrefu kwenda shuleni.,Jopuonj golo paro ni mondo oriw somo ma pile ka pile kod dhi e skul pile pile mondo ilos weche mabor mag skul.,template_generated,2026-07-11,General
3969,Education,General,"As part of improving vocational training college, parents are asked to support asking questions in class at home.","Kama sehemu ya kuboresha chuo cha mafunzo ya ufundi, wazazi wanaombwa kusaidia kuuliza maswali darasani nyumbani.","Kaka achiel kuom yore mag bero kolej mar puonjruok mar tich, ikwayo jonyuol mondo ochung’ ne penjo penjo e klas e ot.",template_generated,2026-07-11,General
3970,Education,General,"As part of improving Early Childhood Development Education, parents are asked to support regular homework review at home.","Kama sehemu ya kuboresha elimu ya awali, wazazi wanaombwa kusaidia kupitia kazi za nyumbani mara kwa mara nyumbani.","Kaka achiel kuom yore mag bero Somo mar Nyithindo Matin, ikwayo jonyuol mondo ochung’ ne puonjruok mar timo tije mag ot kinde ka kinde e ot.",template_generated,2026-07-11,General
3971,Education,General,Any long distances to school affecting learners at pre-primary school should be raised during digital literacy programmes discussions.,umbali mrefu kwenda shuleni yoyote inayoathiri wanafunzi katika shule ya chekechea inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,Gimoro amora mabor ma dhi e skul ma mulo jopuonjre e skul ma pok ochako somo onego oting’ e kinde ma itimo mbaka mag chenro mag somo kod ndiko mag dijital.,template_generated,2026-07-11,General
3972,Education,General,The county bursary fund now covers learners at pre-primary school facing financial hardship.,mfuko wa bursary wa kaunti sasa inahusisha wanafunzi katika shule ya chekechea wanaokabiliwa na ugumu wa kifedha.,Fund mar bursary mar kaunti sani konyo jopuonjre ma ni e skul ma pok ochako somo ma yudo pek mag pesa.,template_generated,2026-07-11,General
3973,Education,General,Teachers recommend combining keeping a study timetable with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya kuweka ratiba ya masomo na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj golo paro ni mondo oriw keto chenro mar somo kod bedo e chokruoge pile mondo ilos ywak mar nyithind sikul.,template_generated,2026-07-11,General
3974,Education,General,The county bursary fund now covers learners at technical training institute facing financial hardship.,mfuko wa bursary wa kaunti sasa inahusisha wanafunzi katika chuo cha mafunzo ya kiufundi wanaokabiliwa na ugumu wa kifedha.,Fund mar bursary mar kaunti sani konyo jopuonjre ma ni e skul mar puonjruok mar teknoloji ma yudo pek mag pesa.,template_generated,2026-07-11,General
3975,Education,General,The digital learning devices programme now covers learners at Grade 6 facing financial hardship.,mpango wa vifaa vya kujifunzia vya kidijitali sasa inahusisha wanafunzi katika darasa la sita wanaokabiliwa na ugumu wa kifedha.,Program mar gige somo mag dijital sani oriwo jopuonjre ma ni e klas mar 6 ma yudo pek mag pesa.,template_generated,2026-07-11,General
3976,Education,General,Building peer study groups early helps learners succeed under the CBC curriculum.,Kujenga vikundi vya wenzao vya kusoma mapema husaidia wanafunzi kufaulu chini ya mtaala wa CBC.,Kugero grup mag somo mag jowetegi mapiyo konyo jopuonjre mondo gibed gi loch e bwo chenro mar somo mar CBC.,template_generated,2026-07-11,General
3977,Education,General,Teachers recommend combining asking questions in class with regular attendance to address long distances to school.,Walimu wanapendekeza kuchanganya kuuliza maswali darasani na mahudhurio ya mara kwa mara kushughulikia umbali mrefu kwenda shuleni.,Jopuonj chiwo paro ni mondo oriw penjo e klas kod bedo e klas kinde ka kinde mondo ilos weche mabor mag skul.,template_generated,2026-07-11,General
3978,Education,General,Teachers recommend combining responsible internet use with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya matumizi ya kuwajibika ya intaneti na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj golo paro ni mondo oriw tiyo kod mbui mowinjore kod bedo e chokruoge kinde ka kinde mar geng'o anjao mar nyithind sikul.,template_generated,2026-07-11,General
3979,Education,General,Teachers recommend combining peer study groups with regular attendance to address inadequate sanitation facilities.,Walimu wanapendekeza kuchanganya vikundi vya wenzao vya kusoma na mahudhurio ya mara kwa mara kushughulikia vyoo visivyotosha.,Jopuonj chiwo paro mar keto kanyakla grup mag somo mag jowetegi kanyachiel gi bedoe kinde ka kinde mar loso kuonde ma ok oromo mag ler.,template_generated,2026-07-11,General
3980,Education,General,"As part of improving Junior Secondary School, parents are asked to support regular homework review at home.","Kama sehemu ya kuboresha shule ya upili ya chini, wazazi wanaombwa kusaidia kupitia kazi za nyumbani mara kwa mara nyumbani.","Kaka achiel kuom yore mag bero Skul mar Sekondari, ikwayo jonyuol mondo ochung’ ne puonjruok mar tije mag ot kinde ka kinde e ot.",template_generated,2026-07-11,General
3981,Education,General,Teachers recommend combining asking questions in class with regular attendance to address exam malpractice.,Walimu wanapendekeza kuchanganya kuuliza maswali darasani na mahudhurio ya mara kwa mara kushughulikia udanganyifu wa mtihani.,Jopuonj golo paro ni mondo oriw penjo e klas kod bedo pile pile mar geng'o tim marach mag penj.,template_generated,2026-07-11,General
3982,Education,General,Any overcrowded classrooms affecting learners at Early Childhood Development Education should be raised during digital literacy programmes discussions.,madarasa yenye msongamano yoyote inayoathiri wanafunzi katika elimu ya awali inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,Klase moro amora ma opong’ ahinya ma ketho jopuonjre e Somo mar Dongruok mar Nyithindo Matin onego oketgi e kinde ma itimoe mbaka mag chenro mag somo kod ndiko mag dijital.,template_generated,2026-07-11,General
3983,Education,General,Attend the school meeting to discuss school feeding budgets for this term.,Hudhuria mkutano wa shule kujadili bajeti za chakula shuleni kwa muhula huu.,Chopo e chokruok mar skul mondo wawuo kuom bajet mar chiemo ma skul biro tiyogo e term ni.,template_generated,2026-07-11,General
3984,Education,General,Any teacher absenteeism affecting learners at Grade 6 should be raised during digital literacy programmes discussions.,walimu kutohudhuria yoyote inayoathiri wanafunzi katika darasa la sita inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,"Ka japuonj moro amora ma ok dhi e skul ma mulo jopuonjre e klas mar 6, onego oting’ e kinde ma itimo mbaka mag chenro mag somo kod ndiko mag dijital.",template_generated,2026-07-11,General
3985,Education,General,Any delayed textbook delivery affecting learners at special needs unit should be raised during school safety measures discussions.,ucheleweshaji wa vitabu yoyote inayoathiri wanafunzi katika kitengo cha mahitaji maalum inapaswa kuibuliwa wakati wa majadiliano ya hatua za usalama shuleni.,"Gimoro amora ma ng’ato nyalo ng’ado e wi buge mag somo ma mulo jopuonjre e unit mar dwaro makende, onego oting’ e kinde ma itimoe mbaka mag yore mag rito skul.",template_generated,2026-07-11,General
3986,Education,General,Teachers recommend combining time management with regular attendance to address overcrowded classrooms.,Walimu wanapendekeza kuchanganya usimamizi wa muda na mahudhurio ya mara kwa mara kushughulikia madarasa yenye msongamano.,Jopuonj golo paro ni mondo oriw rito thuolo kod bedo e skul pile pile mondo ilos klas ma opong' ahinya gi ji.,template_generated,2026-07-11,General
3987,Education,General,Any delayed textbook delivery affecting learners at pre-primary school should be raised during infrastructure development plans discussions.,ucheleweshaji wa vitabu yoyote inayoathiri wanafunzi katika shule ya chekechea inapaswa kuibuliwa wakati wa majadiliano ya mipango ya uendelezaji wa miundombinu.,Gimoro amora ma osechopo e chiwo buge mag somo ma mulo jopuonjre e skul ma pok ochako somo onego oketgi e kinde ma itimoe mbaka mag chenro mag dongruok mar gedo mag piny.,template_generated,2026-07-11,General
3988,Education,General,Teachers recommend combining regular homework review with regular attendance to address teacher absenteeism.,Walimu wanapendekeza kuchanganya kupitia kazi za nyumbani mara kwa mara na mahudhurio ya mara kwa mara kushughulikia walimu kutohudhuria.,Jopuonj golo paro ni mondo oriw somo mar tije mag ot pile ka pile kod chopo e skul pile pile mar geng'o bedo maonge mar jopuonj e skul.,template_generated,2026-07-11,General
3989,Education,General,Teachers recommend combining peer study groups with regular attendance to address overcrowded classrooms.,Walimu wanapendekeza kuchanganya vikundi vya wenzao vya kusoma na mahudhurio ya mara kwa mara kushughulikia madarasa yenye msongamano.,Jopuonj golo paro mar keto kanyakla grup mag somo mag jowetegi kanyachiel gi bedoe pile mondo ilos klas ma opong' ahinya gi ji.,template_generated,2026-07-11,General
3990,Education,General,Schools countrywide are holding sessions this week on digital literacy programmes.,Shule nchini kote zinafanya vipindi wiki hii kuhusu mipango ya ujuzi wa kidijitali.,Suku mag piny mangima timo seche jumani kae kuom chenro mag somo kod ndiko mag dijital.,template_generated,2026-07-11,General
3991,Education,General,The school infrastructure improvement fund now covers learners at Senior School facing financial hardship.,mfuko wa uboreshaji wa miundombinu ya shule sasa inahusisha wanafunzi katika shule ya upili ya juu wanaokabiliwa na ugumu wa kifedha.,Fund mar bero gedo mag skul sani ochung’ ne jopuonjre ma ni e skul maduong’ ma yudo pek mag pesa.,template_generated,2026-07-11,General
3992,Education,General,Teachers recommend combining regular homework review with regular attendance to address overcrowded classrooms.,Walimu wanapendekeza kuchanganya kupitia kazi za nyumbani mara kwa mara na mahudhurio ya mara kwa mara kushughulikia madarasa yenye msongamano.,Jopuonj golo paro ni mondo oriw somo mar tije mag ot pile ka pile kod chopo kanyakla mondo ilos klas ma opong' ahinya gi ji.,template_generated,2026-07-11,General
3993,Education,General,The textbook subsidy programme now covers learners at pre-primary school facing financial hardship.,mpango wa ruzuku ya vitabu sasa inahusisha wanafunzi katika shule ya chekechea wanaokabiliwa na ugumu wa kifedha.,Program mar konyo buge mag somo sani oriwo jopuonjre ma ni e skul ma pok ochako somo ma yudo pek mag pesa.,template_generated,2026-07-11,General
3994,Education,General,The textbook subsidy programme now covers learners at technical training institute facing financial hardship.,mpango wa ruzuku ya vitabu sasa inahusisha wanafunzi katika chuo cha mafunzo ya kiufundi wanaokabiliwa na ugumu wa kifedha.,Program mar konyo buge mag somo sani oriwo jopuonjre ma ni e skul mar puonjruok mar teknoloji ma yudo pek mag pesa.,template_generated,2026-07-11,General
3995,Education,General,Any teacher absenteeism affecting learners at Junior Secondary School should be raised during digital literacy programmes discussions.,walimu kutohudhuria yoyote inayoathiri wanafunzi katika shule ya upili ya chini inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,"Ka japuonj moro amora ma ok dhi e skul ma mulo jopuonjre e Skul mar Sekondari, onego oting’ e kinde ma itimo mbaka mag chenro mag somo kod ndiko mag dijital.",template_generated,2026-07-11,General
3996,Education,General,Report bullying at school to the head teacher immediately.,Ripoti unyanyasaji shuleni kwa mwalimu mkuu mara moja.,Chiw ripot mar ng’anjo e skul ne japuonj maduong’ mapiyo.,template_generated,2026-07-11,General
3997,Education,General,Report delayed textbook delivery at school to the head teacher immediately.,Ripoti ucheleweshaji wa vitabu shuleni kwa mwalimu mkuu mara moja.,Chiw ripot mar tero buge mag somo ma osechopo e skul ne japuonj maduong’ mapiyo.,template_generated,2026-07-11,General
3998,Education,General,The orphan and vulnerable children fund application window is now open at your local sub-county office.,Dirisha la maombi ya mfuko wa watoto yatima na walio hatarini sasa liko wazi katika ofisi ya sub-kaunti yako.,Dirisa mar oro kwayo mar pesa mar nyithindo ma nigi jonyuol kod ma nigi pek sani oyabere e ofis mar kaunti ma ni e alworau.,template_generated,2026-07-11,General
3999,Education,General,"As part of improving vocational training college, parents are asked to support daily reading at home.","Kama sehemu ya kuboresha chuo cha mafunzo ya ufundi, wazazi wanaombwa kusaidia kusoma kila siku nyumbani.","Kaka achiel kuom yore mag bero kolej mar puonjruok mar tich, ikwayo jonyuol mondo ochung’ ne somo ma pile ka pile e ot.",template_generated,2026-07-11,General
