PSA_Id,Domain,English,Kiswahili,Dholuo,Kiswahili_accurate,Dholuo_accurate,Reviewer_comments,Corrected_Dholuo,Corrected_Kiswahili
4440,Security & Safety,Anyone who witnesses vandalism of public property during flooding emergencies should alert authorities immediately.,Yeyote anayeshuhudia uharibifu wa mali ya umma wakati wa dharura za mafuriko anapaswa kuarifu mamlaka mara moja.,"Ng'at ang'ata ma neno ka ji ketho mwandu mag piny e kinde ma pi opong'o piny, onego onyis jotelo mapiyo.",Yes,Yes,,,
4070,Education,Any student unrest affecting learners at special needs unit should be raised during the CBC curriculum transition discussions.,machafuko ya wanafunzi yoyote inayoathiri wanafunzi katika kitengo cha mahitaji maalum inapaswa kuibuliwa wakati wa majadiliano ya mpito wa mtaala wa CBC.,"Kapo ni ng'ato ang'ata ma nigi ywak mar jopuonjre ma mulo jopuonjre e unit mar dwaro makende, onego oting' e kinde ma itimoe mbaka mag loko chenro mar somo mar CBC.",Yes,Yes,,,
4303,Health,Combine proper waste disposal with regular maternal health checkups visits to stay healthy all year round.,Changanya utupaji sahihi wa taka na ziara za mara kwa mara za uchunguzi wa afya ya uzazi ili kuwa na afya mwaka mzima.,Kod keto yugi e yoo makare kod limo pile pile mag pim mar ngima mar min mondo obed gi ngima maber higa duto.,Yes,Yes,,,
2048,Security & Safety,Be cautious of strangers asking to use your phone for 'emergencies'.,Kuwa mwangalifu na wageni wanaokuomba kutumia simu yako kwa 'dharura'.,Bed motang' gi joma ok ing'eyo ma kwayo mondo giti gi simo e weche mag 'masira.',Yes,Yes,,,
963,Health,A toll-free maternal health helpline is available for advice and emergency referrals. Dial 1195 anytime.,Simu ya usaidizi wa afya ya mama bila malipo inapatikana kwa ushauri na rufaa za dharura. Piga 1195 wakati wowote.,Nitiere namba maonge chudo mar simo mar weche thieth ne mine mondo okonygi gi paro kod weche mag thieth madwarore mapiyo. Go namba 1195 sa asaya midwaro.,Yes,Yes,,,
4771,Governance,Residents attending anti-corruption awareness campaigns can also learn how to access tax compliance certificates on the spot.,Wakazi wanaohudhuria kampeni za uhamasishaji dhidi ya ufisadi wanaweza pia kujifunza jinsi ya kupata vyeti vya ufuasi wa kodi papo hapo.,Jodak ma dhi e kampen mag puonjo ji e wi tim mar ketho chik bende nyalo ng'eyo kaka ginyalo yudo oboke mag luwo chike mag osuru e kanyo.,Yes,Yes,,,
3770,Agriculture,Farmers are reminded that climate-smart farming training sessions are held monthly at the county office.,Wakulima wakumbushwa kuwa vipindi vya mafunzo ya kilimo hai cha tabianchi hufanyika kila mwezi katika ofisi ya kaunti.,Jopur iparo ni puonjruok mag pur ma rito piny itimo dwe ka dwe e ofis mar kaunti.,Yes,Yes,,,
3128,Health,Uasin-Gishu County Government Alcohol And Drugs Treatment And Rehabilitation Centre,Kituo cha Matibabu na Urekebishaji cha Serikali ya Kaunti ya Uasin-Gishu,Kidieny mar Sirkal mar Uasin-Gishu mar Kambi mar Thieth kod Riekni,Yes,Yes,,,
3434,Agriculture,Farmers growing cotton are advised to watch out for drought this season.,Wakulima wanaolima pamba washauriwa kuchunga ukame msimu huu.,Jopur mapidho pamba ipuonjogi mondo gibed gi ritruok kuom oro e kindeni.,Yes,Yes,,,
2042,Security & Safety,Put unique marks on your belongings to easily identify them if they are stolen.,Weka alama za kipekee kwenye mali zako ili kuzitambua kwa urahisi ikiwa zitaibiwa.,Ket alama e gigeu mondo omi iyudgi mayot kapo ni owalgi.,Yes,Yes,,,
215,Education,Ensure safe drinking! Provide clean water in schools.,Hakikisha unywaji salama! Toa maji safi shuleni.,Beduru motang' mondo kik umadh kong'o! Chiw pi maler e skunde.,Yes,Yes,,,
4414,Security & Safety,Stay alert for updates on severe weather warnings from official government channels.,Kaa macho kwa taarifa kuhusu tahadhari za hali mbaya ya hewa kutoka njia rasmi za serikali.,Bed gi ritruok mondo iyud weche manyien mag siem mag yamo mager mowuok e chanel mag sirkal.,Yes,Yes,,,
2683,Governance,The Commission Chairman Wafula Chebukati urges Faith Based Organizations to have a collective responsibility to ensure we have a peaceful free and fair election in August 2022.,Mwenyekiti wa Tume Wafula Chebukati anahimiza Mashirika ya Kidini kuwa na jukumu la pamoja la kuhakikisha tuna uchaguzi huru na wa haki wa amani mwezi Agosti 2022.,"Jakom mar Komiti miluongo ni Wafula Chebukati, jiwo riwruok mar dinde mondo obed gi ting ' mar neno ni yiero e dwe mar Aboro higa mar alufu ariyo piero ariyo kod ariyo otim e yo ma ayanga.",Yes,Yes,,,
1672,Security & Safety,Personal safety plans help individuals prepare for dangerous situations by identifying safe locations and strategies for protection.,Mipango ya usalama wa kibinafsi huwasaidia watu kujiandaa kwa hali hatari kwa kutambua maeneo salama na mikakati ya ulinzi.,Chenro mag rito ngima konyo ng'ato mondo oikre ne chal matek kuom fwenyo kuonde ma ginyalo dakie kendo tiyo gi yore ma ginyalo ritogo ng'ato.,Yes,Yes,,,
31,Education,All boarding schools must install fire alarms + sprinklers by Jan 6 – CS orders!,Shule zote za bweni lazima ziweke kengele za moto + vinyunyizio ifikapo Januari 6 - maagizo ya CS!,Skunde duto ma nigi boarding nyaka ti gi gik makwedo mach kod gik ma thiro pi kapok ochopo tarik 6 Januar kaluwore gi chike mag CS!,Yes,Yes,,,
220,Education,Ensure teacher-student ratio 2025.,Hakikisha uwiano wa mwalimu na mwanafunzi 2025.,Ne ni nyaka chop higa mar 2025 jopuonjre obed maromre gi jopuonjgi.,Yes,Yes,,,
3543,Agriculture,Farmers are reminded that agroforestry training sessions are held monthly at the county office.,Wakulima wakumbushwa kuwa vipindi vya mafunzo ya kilimo mseto hufanyika kila mwezi katika ofisi ya kaunti.,Jopur iparo ni puonjruok mag pur itimo dwe ka dwe e ofis mar kaunti.,Yes,Yes,,,
1551,Agriculture,"The difficulty in accessing markets poses a major hurdle for beef farmers, ... market access and climate-induced adversities. This omission undermines the ...","Ugumu wa kufikia masoko ni kikwazo kikubwa kwa wakulima wa nyama ya ng'ombe, ... upatikanaji wa soko na matatizo yanayosababishwa na hali ya hewa. Kutokuwepo huku kunadhoofisha ...","Chandruok mar yudo ohala miyo jopur mag dhok yudo chiemo mang'eny, ..... yudo ohala, koda masiche ma timorega nikech kor lwasi.",Yes,Yes,,,
4318,Health,Combine exclusive breastfeeding for six months with regular cancer screening visits to stay healthy all year round.,Changanya kunyonyesha maziwa ya mama pekee kwa miezi sita na ziara za mara kwa mara za uchunguzi wa saratani ili kuwa na afya mwaka mzima.,Kod chiwo thuno kende kuom dweche auchiel kod limo pile ka pile mag pim mar kansa mondo ibed gi ngima maber e higa duto.,Yes,Yes,,,
2697,Governance,"IEBCKenya Chairman Wafula Chebukati urges PWDs to walk with the Commission in its onward march to a stronger democracy & reiterates IEBC s commitment in delivering a free, fair and credible 2022 General Election that meets the democratic aspirations of Kenyan citizens","Mwenyekiti wa IEBCKenya Wafula Chebukati anawasihi watu wenye ulemavu kutembea na Tume katika harakati zake za kuelekea demokrasia imara na kusisitiza kujitolea kwa IEBC katika kutoa Uchaguzi Mkuu wa 2022 ulio huru, wa haki na wa kuaminika unaokidhi matarajio ya kidemokrasia ya raia wa Kenya.",Jakom mar duol mar yiero e kenya IEBC Wafula Chebukati ojiwo PWDs mondo owuoth gi Komison e dhi nyime gi loch mar demokrasi motegno kendo ochiwore mar neno ni yiero ma ayanga kod yiero ma higa mar alufu ariyokod piero ariyo gi ariyo ochopo ratiro mar jopiny Kenya.,Yes,Yes,,,
4928,Governance,"To reduce corruption, the county is expanding access to disability registration services this year.","Ili kupunguza ufisadi, kaunti inapanua upatikanaji wa huduma za usajili wa ulemavu mwaka huu.","Mondo ogeng' tim mag ketho chik, kauntino medo yudo thuolo mar ndiko nying' jogo ma nigi nyawo mag del e higa ni.",Yes,Yes,,,
3331,Agriculture,Farmers growing beans are advised to watch out for maize streak virus this season.,Wakulima wanaolima maharagwe washauriwa kuchunga virusi vya mistari ya mahindi msimu huu.,Jopur mapidho chago omiye rieko mar bedo motegno kuom midhusi mar cham e kindeni.,Yes,No,"""beans"" rendered as ""chago"" -- inconsistent with the ""beans"" term used elsewhere; recommend check.",Jopur mapidho beans omiye rieko mar bedo motegno kuom midhusi mar mahindi e kindeni.,
1083,Health,Cracked bottles can harbor germs. Replace damaged feeding equipment promptly.,Chupa zilizopasuka zinaweza kuhifadhi vijidudu. Badilisha vifaa vya kulishia vilivyoharibika haraka.,Yath motop nyalo ting'o kute moko. Lok gik ma okethore mapiyo.,Yes,Yes,,,
1998,Security & Safety,"Unified action is needed in the war against graft. Stand firm, report corruption.","Hatua ya pamoja inahitajika katika vita dhidi ya ufisadi. Simama imara, ripoti ufisadi.",Dwarore ni watim kinda e kedo gi mibadhi.,Yes,Yes,,,
449,Education,No child to repeat Grade 6 – automatic promotion to JSS enforced nationwide!,Hakuna mtoto wa kurudia Daraja la 6 – kupandishwa cheo kiotomatiki kwa JSS kunatekelezwa kote nchini!,Onge nyathi ma biro nwoyo somo mar 6 ma biro miyo okete e JSS e piny mangima!,Yes,Yes,,,
3055,Governance,"Gazette Notice for Batalu CAW By-election, Nominated Candidates for the Kibra MNA By-election and Tallying Centre for Kibra MNA By-election","Tangazo la Gazeti la Uchaguzi Mdogo wa Batalu CAW, Wagombea Waliopendekezwa kwa Uchaguzi Mdogo wa Kibra MNA na Kituo cha Kujumlisha Mahesabu kwa Uchaguzi Mdogo wa Kibra MNA.","Oboke mar yiero mar Batalu CAW, Jogo ma ochung' ne yiero mar piny Kibra MNA kod kar kwano mar yiero matin mar piny Kibra MNA",Yes,Yes,,,
4444,Security & Safety,"During road accident emergencies, always keep emergency contacts on hand in case of strong winds.","Wakati wa dharura za ajali za barabarani, weka nambari za dharura karibu endapo kutakuwa na upepo mkali.","E kinde mag masira mag ndara, kinde duto bed gi jogo ma nyalo konyi e lweti ka yamo matek owuok.",Yes,Yes,,,
4876,Governance,Officials encourage citizens to combine public participation forums participation with awareness of the Huduma Namba registration system.,Maafisa wanahimiza wananchi kuchanganya ushiriki katika mabaraza ya ushiriki wa umma na uelewa wa mfumo wa usajili wa Huduma Namba.,Jotelo jiwo jodak mondo oket kanyakla ng'iyo e chokruoge mag ng'iyo gi ji duto kod ng'eyo kaka inyalo ndiko nying' Huduma Namba.,Yes,Yes,,,
4652,Security & Safety,The National Disaster Operations Centre has issued an update on disease outbreak alerts.,Kituo cha Kitaifa cha Uendeshaji wa Maafa kimetoa taarifa kuhusu tahadhari za milipuko ya magonjwa.,Ofis mar piny mangima mar rito masira osegolo wach manyien kuom gik ma nyalo kelo tuoche.,Yes,Yes,,,
3231,Health,The outbreak started on 10 October 2016 and was controlled by April 2017.,Mlipuko huo ulianza tarehe 10 Oktoba 2016 na ulidhibitiwa ifikapo Aprili 2017.,Two no ne ochakore tarik 10 dwe mar Apar higa mar 2016 kendo ne olohi kokalo dwe mar Ang'wen higa mar 2017.,Yes,Yes,,,
4597,Security & Safety,"During fire disasters, always keep emergency contacts on hand in case of flooding.","Wakati wa majanga ya moto, weka nambari za dharura karibu endapo kutakuwa na mafuriko.","E kinde mag masiche mag mach, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka pi opong'o piny.",Yes,Yes,,,
4378,Health,Outbreaks of pneumonia are prevented through safe food handling and timely HIV testing.,Milipuko ya nimonia huzuiwa kupitia utunzaji salama wa chakula na upimaji wa VVU kwa wakati.,Two mag pneumonia ogeng'o kokalo kuom tiyo maber gi chiemo kod timo pim mag HIV e wang' saa.,Yes,Yes,,,
4754,Governance,Understanding public participation in law-making makes it easier to report electoral malpractice when you see it.,Kuelewa ushiriki wa umma katika utungaji sheria hurahisisha kuripoti udanganyifu wa uchaguzi unapoiona.,Ng'eyo kaka oganda donjo e keto chike miyo bedo mayot mondo ior ripot mar tim marach ma itimo e yiero ka inene.,Yes,Yes,,,
933,Health,"Develop routines for nutrition, exercise, and sleep. This promotes physical and mental health, contributing to a balanced lifestyle.","Tengeneza utaratibu wa lishe, mazoezi, na usingizi. Hii inakuza afya ya kimwili na kiakili, na kuchangia mtindo wa maisha wenye usawa.","Bed gi chenro mar chiemo, rieyo dendi, kod nindo. Timo kamano miyo wabedo gi ngima maber mar del koda paro, kendo miyo wadak e ngima maok kal tong'.",Yes,Yes,,,
607,Education,Signing of Return-to-Work Formula for universities.,Kusainiwa kwa Fomula ya Kurudi Kazini kwa Vyuo Vikuu.,Loso chenro mar duogo e tich ne yunivasiti.,Yes,Yes,,,
77,Education,"Be alert! Communities, report trafficking risks to 116.","Kuwa mwangalifu! Jamii, ripoti hatari za usafirishaji haramu kwa 116.","Beduru motang'! Kanyakla magwa, landuru hinyruok mabedoe nikech ohand dhano e namba 116.",Yes,Yes,,,
519,Education,Protect students! Create GBV-free school environments.,Linda wanafunzi! Unda mazingira ya shule yasiyo na GBV.,Rituru jopuonjre! Loso kuonde ma onge timbe gero mag chwo gi mon.,Yes,Yes,,,
4117,Health,Outbreaks of pneumonia are prevented through safe food handling and timely child growth monitoring.,Milipuko ya nimonia huzuiwa kupitia utunzaji salama wa chakula na ufuatiliaji wa ukuaji wa mtoto kwa wakati.,Ogeng'o tuoche mag ng'ut ng'ato kokalo kuom tiyo maber gi chiemo kod luwo dongruok mar nyathi e kinde mowinjore.,Yes,No,Duplicate translation shared with another row (pneumonia/measles mix-up).,Ogeng'o tuoche mag nyumonia kokalo kuom tiyo maber gi chiemo kod luwo dongruok mar nyathi e kinde mowinjore.,
379,Education,KNEC releases KCSE 2025 marking scheme early – download before leak!,KNEC yatoa mpango wa kusahihisha KCSE 2025 mapema – pakua kabla ya kuvuja!,KNEC golo chenro mar keto alama mar KCSE 2025 download chon ka pok ogol!,Yes,Yes,,,
1131,Health,"Announcing the lauch of Country plan that prioritizes maternal-child nutrition, agriculture‑education integration and multisector tracking.","Kutangaza uzinduzi wa mpango wa Nchi unaoweka kipaumbele lishe ya mama na mtoto, ujumuishaji wa elimu ya kilimo na ufuatiliaji wa sekta nyingi.","Lando chenro manyien mar piny ma keto wach chiemo mar mine kod nyithindo, pur kod somo e rang'iny ma malo, kod luwo yore mopogore opogore.",Yes,Yes,,,
4012,Education,Schools countrywide are holding sessions this week on school safety measures.,Shule nchini kote zinafanya vipindi wiki hii kuhusu hatua za usalama shuleni.,Suku mag piny mangima timo seche jumani kae kuom yore mag rito skul.,Yes,Yes,,,
4583,Security & Safety,Contact the Kenya Red Cross for assistance during displacement crises.,Wasiliana na Msalaba Mwekundu wa Kenya kwa msaada wakati wa migogoro ya kuhamishwa.,Tudri kod Red Cross mar Kenya mondo iyud kony e seche mag pek mag jodak.,Yes,Yes,,,
838,Health,"MoH dispatches 10 Cuban experts to Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homa Bay and Migori counties in the fight against malaria with biological methods.","Wizara ya Afya yatuma wataalamu 10 wa Cuba katika kaunti za Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homa Bay na Migori katika mapambano dhidi ya malaria kwa njia za kibiolojia.","Migawo mar Thieth oro josomo 10 mag Cuba e gwenge mag Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homa Bay kod Migori e kedo gi malaria ka gitiyo gi yore mag thieth.",Yes,Yes,,,
2865,Governance,"Push For SHA Registration Nairobi county Woman Rep Esther Passaris, urges Kenyans to register for SHA to make it easy to access government health services.","Shinikiza Usajili wa SHA Mwakilishi wa Wanawake wa kaunti ya Nairobi Esther Passaris, anawasihi Wakenya kujiandikisha kwa SHA ili kurahisisha upatikanaji wa huduma za afya za serikali.","Dhiro ndikruok e chenro mar SHA jotend mine e kaunti ma Nairobi Esther Papitaris, jiwo Jo-Kenya mondo ondikre e SHA mondo obed mayot yudo weche thieth mag sirkal.",Yes,Yes,,,
1641,Security & Safety,Avoid driving through flooded roads. Just 30cm of water can sweep away vehicles. Use alternative routes.,Epuka kuendesha gari kupitia barabara zilizojaa maji. Maji ya sentimita 30 pekee yanaweza kufyonza magari. Tumia njia mbadala.,"Kik idonj e nderni ma pi opong'o, nikech pi matin ma romo sentimita 30 nyalo ywayo mtokni.",Yes,Yes,,,
3901,Education,Any case of teacher absenteeism should be reported through the official school channel.,Kesi yoyote ya walimu kutohudhuria inapaswa kuripotiwa kupitia njia rasmi ya shule.,"Kaso moro amora mar japuonj ma ok obiro e skul, owinjore ondiki kokalo kuom chanel mar skul ma owinjore.",Yes,Yes,,,
4730,Security & Safety,"During flooding emergencies, always keep emergency contacts on hand in case of flooding.","Wakati wa dharura za mafuriko, weka nambari za dharura karibu endapo kutakuwa na mafuriko.","E kinde ma pi opong'o piny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka pi opong'o piny.",Yes,Yes,,,
3578,Agriculture,Farmers growing sunflower are advised to watch out for fall armyworm this season.,Wakulima wanaolima alizeti washauriwa kuchunga funza jeshi msimu huu.,Jopur mapidho maua mar chieng' omiye rieko mar bedo motegno kuom winyo mag army e kindeni.,Yes,Yes,,,
