PSA_Id,Domain,English,Kiswahili,Ekegusii,Class,Source,English_clean,Kiswahili_clean,Ekegusii_clean,codeswitch_tokens,has_codeswitch,ekegusii_caps_ratio,codeswitch_tokens_v2,is_boilerplate,English_clean_n_words,English_clean_n_tokens,Kiswahili_clean_n_words,Kiswahili_clean_n_tokens,Ekegusii_clean_n_words,Ekegusii_clean_n_tokens,English_clean_tokens_str,Kiswahili_clean_tokens_str,Ekegusii_clean_tokens_str
3696,Agriculture,"Agri-tourism can diversify income. Explore opportunities to combine farming with tourism activities like farm visits, u-pick, or accommodation.","Utalii wa kilimo unaweza kuongeza mapato. Chunguza fursa za kuchanganya kilimo na shughuli za utalii kama vile kutembelea mashamba, u-pick, au malazi.","Oboremi as emegondo yokwegera oboremi neyengencho enene as okogesa ebitoki ase oboremi. Rigia komanya buna engencho yokoburukania ebimeri na etugo na gotarerwa as oboremi bwao,  buna engencho yogoitaba oboremi obwo.",General,professor_provided_ekegusii_corpus,"Agri-tourism can diversify income. Explore opportunities to combine farming with tourism activities like farm visits, u-pick, or accommodation.","Utalii wa kilimo unaweza kuongeza mapato. Chunguza fursa za kuchanganya kilimo na shughuli za utalii kama vile kutembelea mashamba, u-pick, au malazi.","Oboremi as emegondo yokwegera oboremi neyengencho enene as okogesa ebitoki ase oboremi. Rigia komanya buna engencho yokoburukania ebimeri na etugo na gotarerwa as oboremi bwao, buna engencho yogoitaba oboremi obwo.",[],FALSE,0.010989011,[],FALSE,18,30,22,52,30,77,"A ##gri - tourism can diversi ##fy income . Ex ##plo ##re opportunities to combine farming with tourism activities like farm visits , u - pick , or accommodation .","Ut ##ali ##i wa ki ##lim ##o una ##weza ku ##onge ##za mapa ##to . Chung ##uza fur ##sa za ku ##chang ##anya ki ##lim ##o na shu ##gh ##uli za ut ##ali ##i kama vile ku ##tem ##bele ##a mas ##ham ##ba , u - pick , au mala ##zi .","Ob ##orem ##i as em ##ego ##ndo yok ##wege ##ra ob ##orem ##i ne ##yeng ##en ##cho ene ##ne as oko ##ges ##a e ##bito ##ki as ##e ob ##orem ##i . R ##igia koma ##nya buna eng ##en ##cho yok ##obu ##ruk ##ania e ##bi ##meri na et ##ugo na got ##are ##r ##wa as ob ##orem ##i b ##wa ##o , buna eng ##en ##cho yo ##go ##ita ##ba ob ##orem ##i ob ##wo ."
3697,Agriculture,also show that credit access and market access are significant factors in honey ... the adoption of agricultural practices due to increased access to ...,pia zinaonyesha kuwa upatikanaji wa mikopo na upatikanaji wa soko ni mambo muhimu katika asali ... kupitishwa kwa kanuni za kilimo kutokana na kuongezeka kwa upatikanaji wa ...,Boigo yarorekanire ng'a ogoikera obokonyi bwechibesa amo na echiro yoboremi nenchera eyo as oboremi bwoboke... Na engencho yokwegera oboremi oboyia as engencho yobwororo bwogoikera...,General,professor_provided_ekegusii_corpus,also show that credit access and market access are significant factors in honey ... the adoption of agricultural practices due to increased access to ...,pia zinaonyesha kuwa upatikanaji wa mikopo na upatikanaji wa soko ni mambo muhimu katika asali ... kupitishwa kwa kanuni za kilimo kutokana na kuongezeka kwa upatikanaji wa ...,Boigo yarorekanire ng'a ogoikera obokonyi bwechibesa amo na echiro yoboremi nenchera eyo as oboremi bwoboke... Na engencho yokwegera oboremi oboyia as engencho yobwororo bwogoikera...,[],FALSE,0.013071895,[],FALSE,25,30,28,59,24,72,also show that credit access and market access are significant factors in hon ##ey . . . the adoption of agricultural practices due to increased access to . . .,pia zin ##ao ##nye ##sha kuwa up ##atik ##ana ##ji wa mi ##kop ##o na up ##atik ##ana ##ji wa sok ##o ni mam ##bo mu ##him ##u katika asal ##i . . . kup ##itis ##hwa kwa kan ##uni za ki ##lim ##o kutoka ##na na ku ##onge ##zeka kwa up ##atik ##ana ##ji wa . . .,Bo ##igo ya ##rore ##kan ##ire ng ' a og ##oi ##kera obok ##onyi b ##we ##chi ##bes ##a amo na e ##chi ##ro yo ##bore ##mi nen ##chera e ##yo as ob ##orem ##i b ##wo ##bok ##e . . . Na eng ##en ##cho yok ##wege ##ra ob ##orem ##i ob ##oy ##ia as eng ##en ##cho yo ##b ##wo ##ror ##o b ##wo ##go ##iker ##a . . .
3698,Agriculture,âœ“ Enhance the digital skill of the farmers and build a favorable environment to foster a vibrant innovation and startup ecosystem to encourage the context-aware ...,âœ“ Boresha ustadi wa kidijitali wa wakulima na ujenge mazingira mazuri ili kukuza uvumbuzi mzuri na mfumo wa ikolojia wa kuanzisha ili kuhimiza ufahamu wa muktadha ...,"Kwangoyia chisemi chiegeditari as abaremi ero koagacha  omoroberio obeene as gokinia oggonchoreria as chingecho chogokora oberemi  bokorenda amasingira, bamanyete ...",General,professor_provided_ekegusii_corpus,"œ"" Enhance the digital skill of the farmers and build a favorable environment to foster a vibrant innovation and startup ecosystem to encourage the context-aware ...","œ"" Boresha ustadi wa kidijitali wa wakulima na ujenge mazingira mazuri ili kukuza uvumbuzi mzuri na mfumo wa ikolojia wa kuanzisha ili kuhimiza ufahamu wa muktadha ...","Kwangoyia chisemi chiegeditari as abaremi ero koagacha omoroberio obeene as gokinia oggonchoreria as chingecho chogokora oberemi bokorenda amasingira, bamanyete ...",[],FALSE,0.007092199,[],FALSE,26,39,27,66,20,56,"â ##œ "" En ##hance the digital skill of the farmers and build a favorable environment to fost ##er a vi ##bran ##t innovation and startu ##p e ##cos ##ystem to encourage the context - aware . . .","â ##œ "" Bo ##res ##ha us ##tad ##i wa ki ##dij ##ital ##i wa wa ##kul ##ima na u ##jeng ##e ma ##zing ##ira ma ##zur ##i ili ku ##ku ##za u ##vu ##mbu ##zi m ##zur ##i na m ##fum ##o wa iko ##loji ##a wa ku ##anz ##isha ili ku ##him ##iza u ##fah ##am ##u wa mu ##kta ##dha . . .","Kwa ##ngo ##yia chi ##sem ##i chi ##ege ##dita ##ri as ab ##are ##mi er ##o ko ##aga ##cha om ##oro ##beri ##o ob ##een ##e as go ##kini ##a og ##gon ##chor ##eria as chi ##nge ##cho cho ##goko ##ra ober ##emi bok ##oren ##da ama ##sing ##ira , ba ##many ##ete . . ."
3699,Agriculture,"Application Technology), (Welter et al. 2005). Regulatory ... Maizeâ€“legume intercropping and pushâ€“pull for man- agement of Fall ...","Teknolojia ya Maombi), (Welter et al. 2005). Udhibiti ... Mahindiâ€“mseto wa mikunde na kusukumaâ€“vuta kwa ajili ya usimamizi wa Anguko ...","Buna tekinorochia egotumeka), (Welter et al. 2005). Engencho yoboremi eyio erengete ng'a oboremi bwebituma bokorwe ase engencho yokorema endagera eyio yebituma amo nebimeri binde mbigaineirie echiro na tari ase ogosumwa korema endagera eyio yebituma ...",General,professor_provided_ekegusii_corpus,"Application Technology), (Welter et al. 2005). Regulatory ... Maize""""legume intercropping and push""""pull for man- agement of Fall ...","Teknolojia ya Maombi), (Welter et al. 2005). Udhibiti ... Mahindi""""mseto wa mikunde na kusukuma""""vuta kwa ajili ya usimamizi wa Anguko ...","Buna tekinorochia egotumeka), (Welter et al. 2005). Engencho yoboremi eyio erengete ng'a oboremi bwebituma bokorwe ase engencho yokorema endagera eyio yebituma amo nebimeri binde mbigaineirie echiro na tari ase ogosumwa korema endagera eyio yebituma ...",[],FALSE,0.014634146,[],FALSE,18,43,21,55,35,94,"Application Technology ) , ( Welt ##er et al . 2005 ) . Reg ##ulator ##y . . . Mai ##ze "" "" leg ##ume inter ##cro ##pping and push "" "" pull for man - age ##ment of Fall . . .","Tek ##nol ##oji ##a ya Mao ##mbi ) , ( Welt ##er et al . 2005 ) . U ##dhi ##biti . . . Ma ##hindi "" "" ms ##eto wa mi ##kunde na kus ##uku ##ma "" "" vu ##ta kwa aj ##ili ya us ##ima ##mi ##zi wa Ang ##uko . . .","Buna teki ##nor ##ochia ego ##tum ##eka ) , ( Welt ##er et al . 2005 ) . Eng ##en ##cho yo ##bore ##mi e ##yi ##o eren ##get ##e ng ' a ob ##orem ##i b ##web ##itum ##a bok ##or ##we as ##e eng ##en ##cho yok ##orem ##a enda ##gera e ##yi ##o ye ##bit ##uma amo ne ##bi ##meri bind ##e mbi ##gain ##eir ##ie e ##chi ##ro na tar ##i as ##e og ##osu ##m ##wa kor ##ema enda ##gera e ##yi ##o ye ##bit ##uma . . ."
3700,Agriculture,"As climate change impacts corn production, hybrid seed technology could help improve yields and combat food insecurity around the world.","Mabadiliko ya hali ya hewa yanaathiri uzalishaji wa mahindi, teknolojia ya mbegu mseto inaweza kusaidia kuboresha mavuno na kukabiliana na ukosefu wa chakula duniani kote.",Ogoonchoka kwerire gwakeirie rigesa riebituma na ase ayio omoroberio otekinorochia noganeririe erio gokinia rigesa na korwania oboremu bwendagera ase ense engima.,General,professor_provided_ekegusii_corpus,"As climate change impacts corn production, hybrid seed technology could help improve yields and combat food insecurity around the world.","Mabadiliko ya hali ya hewa yanaathiri uzalishaji wa mahindi, teknolojia ya mbegu mseto inaweza kusaidia kuboresha mavuno na kukabiliana na ukosefu wa chakula duniani kote.",Ogoonchoka kwerire gwakeirie rigesa riebituma na ase ayio omoroberio otekinorochia noganeririe erio gokinia rigesa na korwania oboremu bwendagera ase ense engima.,[],FALSE,0.007092199,[],FALSE,20,26,25,58,21,58,"As climate change impact ##s corn production , hybrid seed technology could help improve yield ##s and combat food ins ##ecu ##rity around the world .","Ma ##bad ##ili ##ko ya hali ya he ##wa yana ##ath ##iri uz ##alis ##ha ##ji wa mah ##ind ##i , tek ##nol ##oji ##a ya m ##be ##gu ms ##eto ina ##weza kus ##aid ##ia ku ##bore ##sha ma ##vun ##o na ku ##kab ##iliana na uk ##ose ##fu wa cha ##kula dunia ##ni kot ##e .",Og ##oon ##cho ##ka k ##wer ##ire g ##wak ##eir ##ie rige ##sa ri ##eb ##itum ##a na as ##e ay ##io om ##oro ##beri ##o ot ##ekin ##oro ##chia nog ##aner ##iri ##e eri ##o go ##kini ##a rige ##sa na kor ##wania ob ##orem ##u b ##wen ##dag ##era as ##e ens ##e eng ##ima .
3701,Agriculture,"Assessments can identify the impacts local climate conditions have on agriculture, food security and livelihoods, and how these impacts are changing.","Tathmini inaweza kutambua athari za hali ya hewa ya ndani kwa kilimo, usalama wa chakula na maisha, na jinsi athari hizi zinavyobadilika.","Kobwatia komanya buna rire riakong'irie oboremi as orogongo rwaito na omochando oye ase oboremu bwendagera nebitoki,  na boigo buna omochando oyo ogenedererte gwekebora.",General,professor_provided_ekegusii_corpus,"Assessments can identify the impacts local climate conditions have on agriculture, food security and livelihoods, and how these impacts are changing.","Tathmini inaweza kutambua athari za hali ya hewa ya ndani kwa kilimo, usalama wa chakula na maisha, na jinsi athari hizi zinavyobadilika.","Kobwatia komanya buna rire riakong'irie oboremi as orogongo rwaito na omochando oye ase oboremu bwendagera nebitoki, na boigo buna omochando oyo ogenedererte gwekebora.",[],FALSE,0.006993007,[],FALSE,21,30,22,45,23,61,"Assessment ##s can identify the impact ##s local climate conditions have on agriculture , food security and live ##lih ##ood ##s , and how these impact ##s are changing .","Tat ##hmi ##ni ina ##weza ku ##tam ##bu ##a at ##hari za hali ya he ##wa ya ndani kwa ki ##lim ##o , usa ##lama wa cha ##kula na mais ##ha , na jin ##si at ##hari hi ##zi zin ##avy ##oba ##dili ##ka .","Ko ##b ##wati ##a koma ##nya buna ri ##re ri ##akon ##g ' iri ##e ob ##orem ##i as oro ##gong ##o r ##wai ##to na om ##ocha ##ndo o ##ye as ##e ob ##orem ##u b ##wen ##dag ##era ne ##bito ##ki , na bo ##igo buna om ##ocha ##ndo o ##yo ogen ##eder ##erte g ##we ##ke ##bora ."
3702,Agriculture,"At the onset, the programme was designed to support Government of Kenya to implement the Agriculture Sector Development Strategy. Implementation of Phase I,.","Hapo awali, programu iliundwa kusaidia Serikali ya Kenya kutekeleza Mkakati wa Maendeleo ya Sekta ya Kilimo. Utekelezaji wa Awamu ya I,.","Korwa abwo nyuma, omoroberio oyo nigo nigo orengete gokonya eserikari yaito ya Kenya goikerania obokonyi bwaye ase ensemo yoboremi. Ogoikerania ensemo yeritang'ani I,.",General,professor_provided_ekegusii_corpus,"At the onset, the programme was designed to support Government of Kenya to implement the Agriculture Sector Development Strategy. Implementation of Phase I,.","Hapo awali, programu iliundwa kusaidia Serikali ya Kenya kutekeleza Mkakati wa Maendeleo ya Sekta ya Kilimo. Utekelezaji wa Awamu ya I,.","Korwa abwo nyuma, omoroberio oyo nigo nigo orengete gokonya eserikari yaito ya Kenya goikerania obokonyi bwaye ase ensemo yoboremi. Ogoikerania ensemo yeritang'ani I,.",[],FALSE,0.028571429,[],FALSE,23,31,21,46,23,62,"At the ons ##et , the programme was designed to support Government of Kenya to implement the Agriculture Sector Development Strategy . Im ##ple ##menta ##tion of Phase I , .","Ha ##po awal ##i , programu ili ##und ##wa kus ##aid ##ia Seri ##kali ya Kenya ku ##tek ##ele ##za Mk ##akati wa Mae ##nde ##leo ya Se ##kta ya Ki ##lim ##o . Ut ##eke ##lez ##aji wa A ##wa ##mu ya I , .","Ko ##r ##wa ab ##wo ny ##uma , om ##oro ##beri ##o o ##yo ni ##go ni ##go ore ##nge ##te go ##kon ##ya ese ##rika ##ri ya ##ito ya Kenya go ##iker ##ania obok ##onyi b ##way ##e as ##e ens ##em ##o yo ##bore ##mi . Og ##oi ##kera ##nia ens ##em ##o yeri ##tang ' ani I , ."
3703,Agriculture,Campaign on agroforestry launched to promote ecosystem conservation.,Kampeni ya kilimo mseto yazinduliwa ili kukuza uhifadhi wa mfumo ikolojia.,"Gosegeta obomanyi bwoboremi bwa okoburukania ebimeri mogondo nochagete erio goikerania obokonyi tokonyora korwa ebitoonchokanaine buna riroba, amache namanani.",General,professor_provided_ekegusii_corpus,Campaign on agroforestry launched to promote ecosystem conservation.,Kampeni ya kilimo mseto yazinduliwa ili kukuza uhifadhi wa mfumo ikolojia.,"Gosegeta obomanyi bwoboremi bwa okoburukania ebimeri mogondo nochagete erio goikerania obokonyi tokonyora korwa ebitoonchokanaine buna riroba, amache namanani.",[],FALSE,0.007142857,[],FALSE,8,15,11,28,18,54,Campaign on ag ##ro ##for ##est ##ry launched to promote e ##cos ##ystem conservation .,Kampen ##i ya ki ##lim ##o ms ##eto ya ##zin ##dul ##iwa ili ku ##ku ##za u ##hi ##fa ##dhi wa m ##fum ##o iko ##loji ##a .,"Go ##se ##get ##a ob ##oman ##yi b ##wo ##bore ##mi b ##wa oko ##buru ##kan ##ia e ##bi ##meri mo ##gon ##do noch ##age ##te eri ##o go ##iker ##ania obok ##onyi tok ##ony ##ora kor ##wa e ##bito ##on ##cho ##kana ##ine buna ri ##ro ##ba , amach ##e naman ##ani ."
3704,Agriculture,"Certified seed potatoesGrown in Nakuru KenyaUsed all over Eastern Africa Maize has been Kenyaâ€™s main crop for decades. However, it has also been under constant threat from disease ever since. This has occasionally resulted in massive yield losses and jeopardised food security in Kenya. Hence, around 2008, the Kenyan authorities decided to find a substitute for its dependency on maize and chose potato.","Viazi zilizoidhinishwa Kulimwa Nakuru Kenya Hutumika kote Afrika Mashariki Mahindi yamekuwa zao kuu la Kenya kwa miongo kadhaa. Hata hivyo, pia imekuwa chini ya tishio la mara kwa mara kutokana na ugonjwa tangu wakati huo. Hii mara kwa mara imesababisha hasara kubwa ya mavuno na kuhatarisha usalama wa chakula nchini Kenya. Kwa hivyo, karibu 2008, mamlaka ya Kenya iliamua kutafuta mbadala wa utegemezi wake wa mahindi na kuchagua viazi.","Embusuro engiya yamarabwoni agosimekwa aria Nakuru Kenya nigo akoriegwa Afrika ya mocha engima.Ebituma nabio endagera enene ase emiaka amagicho . Korende, oboremi obo ase engaki entambe bwebibituma bwagosirwe nendwari . Goetera endwari eye rigesa riebutuma riakeanire na igo komenta enhara. Ase igo, korwa omwaka 2008, borai bweserakari ya Kenya nogendereta korigwa endagera rika rie bituma na goikera oboremi bwa amarabwoni buna obwengencho.",General,professor_provided_ekegusii_corpus,"Certified seed potatoesGrown in Nakuru KenyaUsed all over Eastern Africa Maize has been Kenya's main crop for decades. However, it has also been under constant threat from disease ever since. This has occasionally resulted in massive yield losses and jeopardised food security in Kenya. Hence, around 2008, the Kenyan authorities decided to find a substitute for its dependency on maize and chose potato.","Viazi zilizoidhinishwa Kulimwa Nakuru Kenya Hutumika kote Afrika Mashariki Mahindi yamekuwa zao kuu la Kenya kwa miongo kadhaa. Hata hivyo, pia imekuwa chini ya tishio la mara kwa mara kutokana na ugonjwa tangu wakati huo. Hii mara kwa mara imesababisha hasara kubwa ya mavuno na kuhatarisha usalama wa chakula nchini Kenya. Kwa hivyo, karibu 2008, mamlaka ya Kenya iliamua kutafuta mbadala wa utegemezi wake wa mahindi na kuchagua viazi.","Embusuro engiya yamarabwoni agosimekwa aria Nakuru Kenya nigo akoriegwa Afrika ya mocha engima.Ebituma nabio endagera enene ase emiaka amagicho . Korende, oboremi obo ase engaki entambe bwebibituma bwagosirwe nendwari . Goetera endwari eye rigesa riebutuma riakeanire na igo komenta enhara. Ase igo, korwa omwaka 2008, borai bweserakari ya Kenya nogendereta korigwa endagera rika rie bituma na goikera oboremi bwa amarabwoni buna obwengencho.",[],FALSE,0.024390244,[],FALSE,63,92,69,133,62,154,"Ce ##rti ##fied seed pot ##ato ##es ##G ##row ##n in Na ##kur ##u Kenya ##U ##sed all over Eastern Africa Mai ##ze has been Kenya ' s main crop for decades . However , it has also been under constant threat from disease ever since . This has occasionally resulted in massive yield losses and je ##opa ##rdi ##sed food security in Kenya . Hen ##ce , around 2008 , the Kenya ##n authorities decided to find a substitute for its depende ##ncy on mai ##ze and chose pot ##ato .","Via ##zi zi ##liz ##oid ##hini ##sh ##wa Ku ##lim ##wa Na ##kur ##u Kenya Hut ##umi ##ka kot ##e Afrika Mashariki Ma ##hindi ya ##mek ##uwa za ##o kuu la Kenya kwa mio ##ngo kad ##haa . Hat ##a hivyo , pia ime ##kuwa chini ya ti ##shi ##o la mara kwa mara kutoka ##na na ug ##on ##jwa tan ##gu wakati hu ##o . Hi ##i mara kwa mara ime ##saba ##bis ##ha hasa ##ra kubwa ya ma ##vun ##o na ku ##hat ##aris ##ha usa ##lama wa cha ##kula nchini Kenya . Kwa hivyo , kar ##ibu 2008 , mam ##lak ##a ya Kenya ili ##am ##ua ku ##ta ##fu ##ta m ##bada ##la wa ute ##gem ##ezi wake wa mah ##ind ##i na ku ##cha ##gua via ##zi .","Em ##bus ##uro eng ##iya ya ##mara ##b ##won ##i ago ##sim ##ek ##wa aria Na ##kur ##u Kenya ni ##go ako ##rieg ##wa Afrika ya moc ##ha eng ##ima . E ##bit ##uma na ##bio enda ##gera ene ##ne as ##e em ##iak ##a ama ##gic ##ho . Kore ##nde , ob ##orem ##i ob ##o as ##e eng ##aki ent ##am ##be b ##web ##ibi ##tum ##a b ##wag ##osi ##r ##we nen ##dw ##ari . Go ##etera end ##wari eye rige ##sa ri ##eb ##utu ##ma ri ##ake ##ani ##re na ig ##o komen ##ta en ##hara . As ##e ig ##o , kor ##wa om ##wak ##a 2008 , bor ##ai b ##wes ##era ##kari ya Kenya nogen ##dere ##ta kor ##ig ##wa enda ##gera ri ##ka ri ##e bit ##uma na go ##iker ##a ob ##orem ##i b ##wa amar ##ab ##won ##i buna ob ##wen ##gen ##cho ."
3705,Agriculture,China implements a swine influenza vaccination program to stabilize pork production.,China inatekeleza mpango wa chanjo ya mafua ya nguruwe ili kuleta utulivu wa uzalishaji wa nguruwe.,Ense ya China nigop bagochancha chingurue chiabo erio korenda amarwaire echingurue erio erio goikerania oboremi obwo bwetugo yechingurue stabilize pork production.,General,professor_provided_ekegusii_corpus,China implements a swine influenza vaccination program to stabilize pork production.,China inatekeleza mpango wa chanjo ya mafua ya nguruwe ili kuleta utulivu wa uzalishaji wa nguruwe.,Ense ya China nigop bagochancha chingurue chiabo erio korenda amarwaire echingurue erio erio goikerania oboremi obwo bwetugo yechingurue stabilize pork production.,[],FALSE,0.014084507,[],FALSE,11,19,16,35,21,52,China implement ##s a s ##win ##e influenza va ##cci ##nation program to stabil ##ize por ##k production .,China ina ##tek ##ele ##za m ##pang ##o wa chan ##jo ya ma ##fu ##a ya ng ##uru ##we ili ku ##leta ut ##uli ##vu wa uz ##alis ##ha ##ji wa ng ##uru ##we .,En ##se ya China ni ##go ##p bag ##ocha ##nch ##a chi ##ngur ##ue chia ##bo eri ##o kor ##enda amar ##wai ##re e ##ching ##uru ##e eri ##o eri ##o go ##iker ##ania ob ##orem ##i ob ##wo b ##wet ##ugo ye ##ching ##uru ##e stabil ##ize por ##k production .
